ACCT,TIPO,BUDGET,COST TO DATE,REF,Etapa,VARIANCE
1401-061,Above the Line,3900,0.0,Detalle,SHOOT,3900.0
1401-064,Above the Line,483000,483000.0,Detalle,SHOOT,0.0
1401-065,Above the Line,26256,93668.59,Detalle,SHOOT,-67412.59
1401-066,Above the Line,13128,8181.18,Detalle,SHOOT,4946.82
1401-067,Above the Line,0,15589.880000000001,Detalle,SHOOT,-15589.880000000001
1401-068,Above the Line,3600,0.0,Detalle,SHOOT,3600.0
1401-071,Above the Line,960000,976250.0,Detalle,SHOOT,-16250.0
1401-072,Above the Line,124524,0.0,Detalle,SHOOT,124524.0
1401-075,Above the Line,416000,416000.0,Detalle,SHOOT,0.0
1401-076,Above the Line,68922,187934.91,Detalle,SHOOT,-119012.91
1401-077,Above the Line,22974,25862.56,Detalle,SHOOT,-2888.5600000000013
1401-078,Above the Line,19692,70897.13,Detalle,SHOOT,-51205.130000000005
1401-079,Above the Line,14700,0.0,Detalle,SHOOT,14700.0
1403-002,Above the Line,236250,236250.0,Detalle,SHOOT,0.0
1403-003,Above the Line,22974,44164.08,Detalle,SHOOT,-21190.08
1403-004,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-005,Above the Line,0,2051.3,Detalle,SHOOT,-2051.3
1403-006,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-009,Above the Line,94500,94500.0,Detalle,SHOOT,0.0
1403-010,Above the Line,16410,22182.22,Detalle,SHOOT,-5772.220000000001
1403-011,Above the Line,0,4500.84,Detalle,SHOOT,-4500.84
1403-012,Above the Line,0,18944.64,Detalle,SHOOT,-18944.64
1403-013,Above the Line,2100,0.0,Detalle,SHOOT,2100.0
1403-016,Above the Line,61678.32,58800.0,Detalle,SHOOT,2878.3199999999997
1403-017,Above the Line,16410,18501.88,Detalle,SHOOT,-2091.880000000001
1403-018,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-019,Above the Line,0,19792.66,Detalle,SHOOT,-19792.66
1403-020,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-023,Above the Line,94500,63000.0,Detalle,SHOOT,31500.0
1403-024,Above the Line,39384,76542.33,Detalle,SHOOT,-37158.33
1403-025,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-026,Above the Line,19692,28852.7,Detalle,SHOOT,-9160.7
1403-027,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-030,Above the Line,105000,131250.0,Detalle,SHOOT,-26250.0
1403-031,Above the Line,16410,42595.450000000004,Detalle,SHOOT,-26185.450000000004
1403-032,Above the Line,13128,0.0,Detalle,SHOOT,13128.0
1403-033,Above the Line,0,18798.02,Detalle,SHOOT,-18798.02
1403-034,Above the Line,2700,0.0,Detalle,SHOOT,2700.0
1403-037,Above the Line,25200,21000.0,Detalle,SHOOT,4200.0
1403-038,Above the Line,19692,0.0,Detalle,SHOOT,19692.0
1403-039,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-040,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-041,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-044,Above the Line,16800,16800.0,Detalle,SHOOT,0.0
1403-045,Above the Line,19692,0.0,Detalle,SHOOT,19692.0
1403-046,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-047,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-048,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-051,Above the Line,12600,50400.0,Detalle,SHOOT,-37800.0
1403-052,Above the Line,22974,21929.28,Detalle,SHOOT,1044.7200000000012
1403-053,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-054,Above the Line,0,8579.6,Detalle,SHOOT,-8579.6
1403-055,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-058,Above the Line,12600,50400.0,Detalle,SHOOT,-37800.0
1403-059,Above the Line,22974,25762.38,Detalle,SHOOT,-2788.380000000001
1403-060,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-061,Above the Line,0,41025.119999999995,Detalle,SHOOT,-41025.119999999995
1403-062,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-065,Above the Line,69300,66000.0,Detalle,SHOOT,3300.0
1403-066,Above the Line,29538,58834.520000000004,Detalle,SHOOT,-29296.520000000004
1403-067,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-068,Above the Line,16410,16404.4,Detalle,SHOOT,5.599999999998545
1403-069,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-072,Above the Line,20000,28400.0,Detalle,SHOOT,-8400.0
1403-073,Above the Line,19692,29442.72,Detalle,SHOOT,-9750.720000000001
1403-074,Above the Line,19692,7551.93,Detalle,SHOOT,12140.07
1403-075,Above the Line,0,6974.42,Detalle,SHOOT,-6974.42
1403-076,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-079,Above the Line,38850,77700.0,Detalle,SHOOT,-38850.0
1403-080,Above the Line,9846,0.0,Detalle,SHOOT,9846.0
1403-081,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-082,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-083,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-086,Above the Line,84000,84000.0,Detalle,SHOOT,0.0
1403-087,Above the Line,16410,0.0,Detalle,SHOOT,16410.0
1403-088,Above the Line,19692,0.0,Detalle,SHOOT,19692.0
1403-089,Above the Line,0,0.0,Detalle,SHOOT,0.0
1403-090,Above the Line,3300,0.0,Detalle,SHOOT,3300.0
1404-002,Above the Line,0,0.0,Detalle,,0.0
1404-004,Above the Line,0,0.0,Detalle,,0.0
1404-005,Above the Line,100000,79165.0,Detalle,ALL SHOW,20835.0
1404-006,Above the Line,65640,28150.31,Detalle,ALL SHOW,37489.69
1404-009,Above the Line,0,0.0,Detalle,,0.0
1404-010,Above the Line,46800,0.0,Detalle,SHOOT,46800.0
1404-011,Above the Line,42666,0.0,Detalle,SHOOT,42666.0
1406-002,Above the Line,0,0.0,Detalle,,0.0
1406-003,Above the Line,9000,0.0,Detalle,PREP,9000.0
1406-004,Above the Line,9150,18375.61,Detalle,SHOOT,-9225.61
1406-005,Above the Line,64050,107820.79,Detalle,SHOOT,-43770.78999999999
1406-006,Above the Line,64050,148188.83,Detalle,SHOOT,-84138.82999999999
1406-009,Above the Line,0,0.0,Detalle,,0.0
1406-010,Above the Line,9000,0.0,Detalle,2nd Unit,9000.0
1406-011,Above the Line,4575,0.0,Detalle,2nd Unit,4575.0
1406-012,Above the Line,18300,0.0,Detalle,2nd Unit,18300.0
1406-013,Above the Line,18300,0.0,Detalle,2nd Unit,18300.0
1410-002,Above the Line,0,0.0,Detalle,,0.0
1410-003,Above the Line,0,0.0,Detalle,,0.0
1410-004,Above the Line,132000,108000.0,Detalle,PREP,24000.0
1410-005,Above the Line,60000,103154.0,Detalle,PREP,-43154.0
1410-006,Above the Line,11844,5436.0,Detalle,SHOOT,6408.0
1410-007,Above the Line,13128,0.0,Detalle,SHOOT,13128.0
1410-008,Above the Line,71688,131796.0,Detalle,SHOOT,-60108.0
1410-009,Above the Line,26256,161207.48,Detalle,SHOOT,-134951.48
1410-010,Above the Line,6564,36176.91,Detalle,SHOOT,-29612.910000000003
1410-011,Above the Line,29538,42388.93,Detalle,SHOOT,-12850.93
1410-012,Above the Line,2400,0.0,Detalle,SHOOT,2400.0
1410-015,Above the Line,0,0.0,Detalle,,0.0
1410-016,Above the Line,0,0.0,Detalle,,0.0
1410-017,Above the Line,49000,0.0,Detalle,PREP,49000.0
1410-018,Above the Line,35000,0.0,Detalle,PREP,35000.0
1410-019,Above the Line,1844,0.0,Detalle,SHOOT,1844.0
1410-020,Above the Line,12156,0.0,Detalle,SHOOT,12156.0
1410-021,Above the Line,31688,40000.0,Detalle,SHOOT,-8312.0
1410-022,Above the Line,24312,55305.28,Detalle,SHOOT,-30993.28
1410-023,Above the Line,6078,9101.86,Detalle,SHOOT,-3023.8600000000006
1410-024,Above the Line,12156,22951.47,Detalle,SHOOT,-10795.470000000001
1410-025,Above the Line,2400,0.0,Detalle,SHOOT,2400.0
1411-002,Above the Line,0,0.0,Detalle,,0.0
1411-004,Above the Line,0,0.0,Detalle,,0.0
1411-005,Above the Line,0,0.0,Detalle,,0.0
1411-006,Above the Line,6000,0.0,Detalle,PREP,6000.0
1411-007,Above the Line,18000,24616.0,Detalle,SHOOT,-6616.0
1411-008,Above the Line,9846,0.0,Detalle,SHOOT,9846.0
1411-011,Above the Line,0,0.0,Detalle,,0.0
1411-012,Above the Line,0,0.0,Detalle,,0.0
1411-013,Above the Line,6000,0.0,Detalle,PREP,6000.0
1411-014,Above the Line,6000,0.0,Detalle,SHOOT,6000.0
1411-015,Above the Line,3282,0.0,Detalle,SHOOT,3282.0
1411-018,Above the Line,0,0.0,Detalle,,0.0
1411-019,Above the Line,0,0.0,Detalle,,0.0
1411-020,Above the Line,28000,0.0,Detalle,PREP,28000.0
1411-021,Above the Line,1844,0.0,Detalle,SHOOT,1844.0
1411-022,Above the Line,12156,0.0,Detalle,SHOOT,12156.0
1411-023,Above the Line,10000,10000.0,Detalle,SHOOT,0.0
1411-024,Above the Line,10000,10000.0,Detalle,SHOOT,0.0
1411-025,Above the Line,7922,9026.0,Detalle,SHOOT,-1104.0
1411-026,Above the Line,6564,14721.36,Detalle,SHOOT,-8157.360000000001
1411-027,Above the Line,0,9846.0,Detalle,SHOOT,-9846.0
1411-028,Above the Line,1800,0.0,Detalle,SHOOT,1800.0
1411-031,Above the Line,0,0.0,Detalle,,0.0
1411-032,Above the Line,0,0.0,Detalle,,0.0
1411-033,Above the Line,14000,12244.0,Detalle,PREP,1756.0
1411-034,Above the Line,1844,0.0,Detalle,SHOOT,1844.0
1411-035,Above the Line,13128,0.0,Detalle,SHOOT,13128.0
1411-036,Above the Line,0,0.0,Detalle,SHOOT,0.0
1411-037,Above the Line,0,0.0,Detalle,SHOOT,0.0
1411-038,Above the Line,7922,7654.0,Detalle,SHOOT,268.0
1411-039,Above the Line,6564,0.0,Detalle,SHOOT,6564.0
1411-040,Above the Line,0,0.0,Detalle,SHOOT,0.0
1411-041,Above the Line,1200,0.0,Detalle,SHOOT,1200.0
1411-044,Above the Line,0,0.0,Detalle,,0.0
1411-045,Above the Line,0,0.0,Detalle,,0.0
1411-046,Above the Line,6000,0.0,Detalle,PREP,6000.0
1411-047,Above the Line,36000,35552.0,Detalle,SHOOT,448.0
1411-048,Above the Line,19692,0.0,Detalle,SHOOT,19692.0
1411-051,Above the Line,0,0.0,Detalle,,0.0
1411-052,Above the Line,0,0.0,Detalle,,0.0
1411-053,Above the Line,7000,0.0,Detalle,PREP,7000.0
1411-054,Above the Line,1844,0.0,Detalle,SHOOT,1844.0
1411-055,Above the Line,12156,0.0,Detalle,SHOOT,12156.0
1411-056,Above the Line,0,0.0,Detalle,SHOOT,0.0
1411-057,Above the Line,0,0.0,Detalle,SHOOT,0.0
1411-058,Above the Line,7922,4154.0,Detalle,SHOOT,3768.0
1411-059,Above the Line,6078,0.0,Detalle,SHOOT,6078.0
1411-060,Above the Line,6078,0.0,Detalle,SHOOT,6078.0
1411-061,Above the Line,900,0.0,Detalle,SHOOT,900.0
1411-064,Above the Line,0,0.0,Detalle,,0.0
1411-065,Above the Line,0,0.0,Detalle,,0.0
1411-066,Above the Line,7000,0.0,Detalle,PREP,7000.0
1411-067,Above the Line,1844,0.0,Detalle,SHOOT,1844.0
1411-068,Above the Line,12156,0.0,Detalle,SHOOT,12156.0
1411-069,Above the Line,0,0.0,Detalle,SHOOT,0.0
1411-070,Above the Line,0,0.0,Detalle,SHOOT,0.0
1411-071,Above the Line,7922,0.0,Detalle,SHOOT,7922.0
1411-072,Above the Line,6078,0.0,Detalle,SHOOT,6078.0
1411-073,Above the Line,6078,0.0,Detalle,SHOOT,6078.0
1411-074,Above the Line,900,0.0,Detalle,SHOOT,900.0
1411-077,Above the Line,0,0.0,Detalle,,0.0
1411-078,Above the Line,0,0.0,Detalle,,0.0
1411-079,Above the Line,3000,0.0,Detalle,PREP,3000.0
1411-080,Above the Line,6000,0.0,Detalle,SHOOT,6000.0
1411-081,Above the Line,3282,0.0,Detalle,SHOOT,3282.0
1412-002,Above the Line,0,0.0,Detalle,,0.0
1412-003,Above the Line,42000,0.0,Detalle,SHOOT,42000.0
1412-006,Above the Line,0,0.0,Detalle,,0.0
1412-007,Above the Line,8000,0.0,Detalle,SHOOT,8000.0
1412-010,Above the Line,0,0.0,Detalle,,0.0
1412-011,Above the Line,8000,0.0,Detalle,SHOOT,8000.0
1412-014,Above the Line,0,0.0,Detalle,,0.0
1412-015,Above the Line,4000,0.0,Detalle,SHOOT,4000.0
1412-018,Above the Line,0,0.0,Detalle,,0.0
1412-019,Above the Line,6000,0.0,Detalle,SHOOT,6000.0
1412-022,Above the Line,0,0.0,Detalle,,0.0
1412-023,Above the Line,2000,0.0,Detalle,SHOOT,2000.0
1412-026,Above the Line,0,0.0,Detalle,,0.0
1412-027,Above the Line,2000,0.0,Detalle,SHOOT,2000.0
1412-030,Above the Line,0,0.0,Detalle,,0.0
1412-031,Above the Line,6000,0.0,Detalle,SHOOT,6000.0
1412-033,Above the Line,,0.0,Detalle,SHOOT,
1413-002,Above the Line,0,0.0,Detalle,,0.0
1413-003,Above the Line,63000,63000.0,Detalle,PREP,0.0
1413-004,Above the Line,140000,140000.0,Detalle,SHOOT,0.0
1413-007,Above the Line,0,0.0,Detalle,,0.0
1413-008,Above the Line,3500,10500.0,Detalle,PREP,-7000.0
1413-011,Above the Line,0,0.0,Detalle,,0.0
1413-012,Above the Line,37500,0.0,Detalle,PREP,37500.0
1413-015,Above the Line,0,0.0,Detalle,,0.0
1413-016,Above the Line,2100,2100.0,Detalle,PREP,0.0
1413-019,Above the Line,0,0.0,Detalle,,0.0
1413-020,Above the Line,2100,2100.0,Detalle,PREP,0.0
1413-023,Above the Line,0,0.0,Detalle,,0.0
1413-024,Above the Line,2800,9200.0,Detalle,PREP,-6400.0
1413-027,Above the Line,0,0.0,Detalle,,0.0
1413-028,Above the Line,2100,2100.0,Detalle,PREP,0.0
1413-031,Above the Line,0,0.0,Detalle,,0.0
1413-032,Above the Line,56000,3300.0,Detalle,SHOOT,52700.0
1420-002,Above the Line,0,0.0,Detalle,,0.0
1420-003,Above the Line,381225,381243.0,Detalle,ALL SHOW,-18.0
1426-002,Above the Line,0,0.0,Detalle,,0.0
1426-003,Above the Line,6384,7661.39,Detalle,PREP,-1277.3900000000003
1426-006,Above the Line,0,0.0,Detalle,,0.0
1426-007,Above the Line,6477,5681.0,Detalle,PREP,796.0
1426-008,Above the Line,1218,969.9230000000001,Detalle,PREP,248.07699999999988
1426-009,Above the Line,870,870.0,Detalle,PREP,0.0
1426-010,Above the Line,11419,2030.304,Detalle,PREP,9388.696
1426-013,Above the Line,0,0.0,Detalle,,0.0
1426-014,Above the Line,7500,7646.04,Detalle,PREP,-146.03999999999996
1480-002,Above the Line,0,0.0,Detalle,,0.0
1480-003,Above the Line,70000,70000.0,Detalle,ALL SHOW,0.0
1480-006,Above the Line,0,0.0,Detalle,,0.0
1480-007,Above the Line,40000,0.0,Detalle,PREP,40000.0
1480-010,Above the Line,0,0.0,Detalle,,0.0
1480-011,Above the Line,60000,0.0,Detalle,PREP,60000.0
1487-002,Above the Line,0,0.0,Detalle,,0.0
1487-003,Above the Line,8000,7577.139999999999,Detalle,PREP,422.8600000000006
1499-001,Above the Line,818091.0300000001,1649770.708,Detalle,Fringes,-831679.678
1620-002,Above the Line,0,0.0,Detalle,,0.0
1620-003,Above the Line,54000,58308.34,Detalle,ALL SHOW,-4308.3399999999965
1620-004,Above the Line,54000,38451.84,Detalle,ALL SHOW,15548.160000000003
1621-002,Above the Line,0,0.0,Detalle,,0.0
1621-003,Above the Line,80000,105526.82,Detalle,ALL SHOW,-25526.820000000007
1621-004,Above the Line,20000,8400.0,Detalle,ALL SHOW,11600.0
1621-007,Above the Line,0,0.0,Detalle,,0.0
1621-008,Above the Line,80000,100000.0,Detalle,ALL SHOW,-20000.0
1621-009,Above the Line,20000,0.0,Detalle,ALL SHOW,20000.0
1621-012,Above the Line,0,0.0,Detalle,,0.0
1621-013,Above the Line,29344.44,137586.21,Detalle,ALL SHOW,-108241.76999999999
1630-002,Above the Line,0,0.0,Detalle,,0.0
1630-004,Above the Line,0,0.0,Detalle,,0.0
1630-005,Above the Line,5000,3696.57,Detalle,ALL SHOW,1303.4299999999998
1630-006,Above the Line,5000,2877.6,Detalle,ALL SHOW,2122.4
1630-009,Above the Line,0,0.0,Detalle,,0.0
1630-010,Above the Line,5000,0.0,Detalle,ALL SHOW,5000.0
1630-011,Above the Line,5000,5510.81,Detalle,ALL SHOW,-510.8100000000004
1630-014,Above the Line,0,0.0,Detalle,,0.0
1630-015,Above the Line,5000,3707.7400000000002,Detalle,ALL SHOW,1292.2599999999998
1630-016,Above the Line,5000,0.0,Detalle,ALL SHOW,5000.0
1630-019,Above the Line,0,0.0,Detalle,,0.0
1630-020,Above the Line,5000,9070.41,Detalle,ALL SHOW,-4070.41
1630-021,Above the Line,5000,0.0,Detalle,ALL SHOW,5000.0
1630-024,Above the Line,0,0.0,Detalle,,0.0
1630-025,Above the Line,5000,4143.56,Detalle,2nd Unit,856.4399999999996
1630-026,Above the Line,5000,0.0,Detalle,2nd Unit,5000.0
1631-002,Above the Line,0,0.0,Detalle,,0.0
1631-003,Above the Line,12600,0.0,Detalle,PREP,12600.0
1631-004,Above the Line,44100,5745.03,Detalle,SHOOT,38354.97
1631-007,Above the Line,0,0.0,Detalle,,0.0
1631-008,Above the Line,6300,0.0,Detalle,2nd Unit,6300.0
1631-009,Above the Line,12600,0.0,Detalle,2nd Unit,12600.0
1631-012,Above the Line,0,0.0,Detalle,,0.0
1631-013,Above the Line,14672.22,20000.0,Detalle,ALL SHOW,-5327.780000000001
1631-016,Above the Line,0,0.0,Detalle,,0.0
1631-017,Above the Line,4800,0.0,Detalle,ALL SHOW,4800.0
1640-002,Above the Line,0,0.0,Detalle,,0.0
1640-003,Above the Line,24000,28789.510000000002,Detalle,ALL SHOW,-4789.510000000002
1640-004,Above the Line,24000,1682.75,Detalle,ALL SHOW,22317.25
1640-005,Above the Line,21441.63,27874.119000000002,Detalle,ALL SHOW,-6432.489000000001
1640-008,Above the Line,0,0.0,Detalle,,0.0
1640-009,Above the Line,140000,118573.644,Detalle,ALL SHOW,21426.356
1641-002,Above the Line,0,0.0,Detalle,,0.0
1641-003,Above the Line,208000,232790.33,Detalle,ALL SHOW,-24790.329999999987
1641-004,Above the Line,80000,39900.0,Detalle,ALL SHOW,40100.0
1641-007,Above the Line,0,0.0,Detalle,,0.0
1641-008,Above the Line,100800,106770.72,Detalle,ALL SHOW,-5970.720000000001
1641-011,Above the Line,0,0.0,Detalle,,0.0
1641-012,Above the Line,12000,10963.88,Detalle,ALL SHOW,1036.1200000000008
1641-015,Above the Line,0,0.0,Detalle,,0.0
1641-016,Above the Line,134117.58,23537.37,Detalle,ALL SHOW,110580.20999999999
1641-019,Above the Line,0,0.0,Detalle,,0.0
1641-020,Above the Line,25595.82,22653.82,Detalle,ALL SHOW,2942.0
1642-002,Above the Line,0,0.0,Detalle,,0.0
1642-003,Above the Line,60000,32091.59,Detalle,SHOOT,27908.41
1642-006,Above the Line,0,0.0,Detalle,,0.0
1642-007,Above the Line,10500,10500.0,Detalle,SHOOT,0.0
1642-008,Above the Line,5250,9000.0,Detalle,SHOOT,-3750.0
1642-011,Above the Line,0,0.0,Detalle,,0.0
1642-012,Above the Line,10500,10500.0,Detalle,SHOOT,0.0
1642-013,Above the Line,5250,9000.0,Detalle,SHOOT,-3750.0
1642-016,Above the Line,0,0.0,Detalle,,0.0
1642-017,Above the Line,5000,0.0,Detalle,PREP,5000.0
1642-018,Above the Line,6500,0.0,Detalle,SHOOT,6500.0
1642-019,Above the Line,12000,0.0,Detalle,SHOOT,12000.0
1642-020,Above the Line,5250,0.0,Detalle,SHOOT,5250.0
1642-023,Above the Line,0,0.0,Detalle,,0.0
1642-024,Above the Line,5250,0.0,Detalle,SHOOT,5250.0
1642-025,Above the Line,15750,0.0,Detalle,SHOOT,15750.0
1642-026,Above the Line,5250,0.0,Detalle,SHOOT,5250.0
1643-002,Above the Line,0,0.0,Detalle,,0.0
1643-003,Above the Line,10500,770.212,Detalle,ALL SHOW,9729.788
1699-001,Above the Line,6795.530000000001,556.89,Detalle,Fringes,6238.64
2001-002,Below the Line,0,0.0,Detalle,,0.0
2001-003,Below the Line,60000,60000.0,Detalle,SOFT,0.0
2001-004,Below the Line,180000,180000.0,Detalle,PREP,0.0
2001-005,Below the Line,140000,140000.0,Detalle,SHOOT,0.0
2001-006,Below the Line,60000,60000.0,Detalle,WRAP,0.0
2001-009,Below the Line,0,0.0,Detalle,,0.0
2001-010,Below the Line,20000,20000.0,Detalle,2nd Unit,0.0
2001-011,Below the Line,40000,40000.0,Detalle,2nd Unit,0.0
2001-012,Below the Line,20000,20000.0,Detalle,2nd Unit,0.0
2003-002,Below the Line,0,0.0,Detalle,,0.0
2003-003,Below the Line,236250,236250.0,Detalle,PREP,0.0
2003-004,Below the Line,131250,148750.0,Detalle,SHOOT,-17500.0
2003-007,Below the Line,0,0.0,Detalle,,0.0
2003-008,Below the Line,25000,25000.0,Detalle,2nd Unit,0.0
2003-009,Below the Line,50000,58334.0,Detalle,2nd Unit,-8334.0
2003-012,Below the Line,0,0.0,Detalle,,0.0
2003-013,Below the Line,125000,125000.0,Detalle,PREP,0.0
2003-014,Below the Line,175000,175000.0,Detalle,SHOOT,0.0
2003-016,Below the Line,,16800.0,Detalle,SHOOT,
2004-002,Below the Line,0,0.0,Detalle,,0.0
2004-003,Below the Line,131250,131250.0,Detalle,SOFT,0.0
2004-004,Below the Line,236250,236250.0,Detalle,PREP,0.0
2004-005,Below the Line,183750,210000.0,Detalle,SHOOT,-26250.0
2005-002,Below the Line,0,0.0,Detalle,,0.0
2005-003,Below the Line,31500,31500.0,Detalle,SOFT,0.0
2005-004,Below the Line,141750,141750.0,Detalle,PREP,0.0
2005-005,Below the Line,110250,110250.0,Detalle,SHOOT,0.0
2005-008,Below the Line,0,0.0,Detalle,,0.0
2005-009,Below the Line,105000,105000.0,Detalle,PREP,0.0
2005-010,Below the Line,75000,85000.0,Detalle,SHOOT,-10000.0
2005-013,Below the Line,0,0.0,Detalle,,0.0
2005-014,Below the Line,60000,60000.0,Detalle,PREP,0.0
2005-015,Below the Line,105000,105000.0,Detalle,SHOOT,0.0
2005-018,Below the Line,0,0.0,Detalle,,0.0
2005-019,Below the Line,15000,0.0,Detalle,2nd Unit,15000.0
2005-020,Below the Line,30000,45000.0,Detalle,2nd Unit,-15000.0
2006-002,Below the Line,0,0.0,Detalle,,0.0
2006-003,Below the Line,15000,15000.0,Detalle,PREP,0.0
2006-004,Below the Line,52500,52500.0,Detalle,SHOOT,0.0
2006-007,Below the Line,0,0.0,Detalle,,0.0
2006-008,Below the Line,7500,7500.0,Detalle,2nd Unit,0.0
2006-009,Below the Line,15000,13750.0,Detalle,2nd Unit,1250.0
2006-011,Below the Line,,5000.0,Detalle,2nd Unit,
2009-002,Below the Line,0,0.0,Detalle,,0.0
2009-003,Below the Line,17000,17000.0,Detalle,PREP,0.0
2009-004,Below the Line,119000,119000.0,Detalle,SHOOT,0.0
2009-007,Below the Line,0,0.0,Detalle,,0.0
2009-008,Below the Line,8400,8400.0,Detalle,PREP,0.0
2009-009,Below the Line,2800,14233.33,Detalle,SHOOT,-11433.33
2009-012,Below the Line,0,0.0,Detalle,,0.0
2009-013,Below the Line,17000,17000.0,Detalle,2nd Unit,0.0
2009-014,Below the Line,34000,34000.0,Detalle,2nd Unit,0.0
2009-015,Below the Line,0,0.0,Detalle,2nd Unit,0.0
2010-002,Below the Line,0,0.0,Detalle,,0.0
2010-004,Below the Line,0,0.0,Detalle,,0.0
2010-005,Below the Line,50000,50000.0,Detalle,DEVELOPMENT,0.0
2010-006,Below the Line,50000,50000.0,Detalle,DEVELOPMENT,0.0
2010-009,Below the Line,0,0.0,Detalle,,0.0
2010-010,Below the Line,28750,28750.0,Detalle,SOFT,0.0
2010-011,Below the Line,207000,207000.0,Detalle,PREP,0.0
2010-012,Below the Line,161000,161000.0,Detalle,SHOOT,0.0
2010-013,Below the Line,92000,92000.0,Detalle,WRAP,0.0
2010-014,Below the Line,138000,138000.0,Detalle,POST,0.0
2011-002,Below the Line,0,0.0,Detalle,,0.0
2011-003,Below the Line,15000,15000.0,Detalle,SOFT,0.0
2011-004,Below the Line,108000,108000.0,Detalle,PREP,0.0
2011-005,Below the Line,84000,84000.0,Detalle,SHOOT,0.0
2011-006,Below the Line,48000,48000.0,Detalle,WRAP,0.0
2011-007,Below the Line,72000,72000.0,Detalle,POST,0.0
2011-010,Below the Line,0,0.0,Detalle,,0.0
2011-011,Below the Line,12500,12500.0,Detalle,SOFT,0.0
2011-012,Below the Line,90000,90000.0,Detalle,PREP,0.0
2011-013,Below the Line,70000,70000.0,Detalle,SHOOT,0.0
2011-014,Below the Line,40000,40000.0,Detalle,WRAP,0.0
2011-015,Below the Line,60000,60000.0,Detalle,POST,0.0
2011-018,Below the Line,0,0.0,Detalle,,0.0
2011-019,Below the Line,18000,18000.0,Detalle,SOFT,0.0
2011-020,Below the Line,49500,49500.0,Detalle,PREP,0.0
2011-021,Below the Line,38500,38500.0,Detalle,SHOOT,0.0
2011-022,Below the Line,22000,22000.0,Detalle,WRAP,0.0
2011-023,Below the Line,22000,22000.0,Detalle,POST,0.0
2013-002,Below the Line,0,0.0,Detalle,,0.0
2013-003,Below the Line,94500,94500.0,Detalle,SOFT,0.0
2013-004,Below the Line,170100,170100.0,Detalle,PREP,0.0
2013-005,Below the Line,132300,132300.0,Detalle,SHOOT,0.0
2013-006,Below the Line,94500,170100.0,Detalle,WRAP,-75600.0
2014-002,Below the Line,0,0.0,Detalle,,0.0
2014-003,Below the Line,81000,72000.0,Detalle,PREP,9000.0
2014-004,Below the Line,63000,56000.0,Detalle,SHOOT,7000.0
2014-005,Below the Line,45000,48000.0,Detalle,WRAP,-3000.0
2014-008,Below the Line,0,0.0,Detalle,,0.0
2014-009,Below the Line,56000,63000.0,Detalle,PREP,-7000.0
2014-010,Below the Line,56000,63000.0,Detalle,SHOOT,-7000.0
2014-011,Below the Line,32000,45000.0,Detalle,WRAP,-13000.0
2014-014,Below the Line,0,0.0,Detalle,,0.0
2014-015,Below the Line,32000,24000.0,Detalle,SHOOT,8000.0
2014-016,Below the Line,64000,72000.0,Detalle,WRAP,-8000.0
2017-002,Below the Line,0,0.0,Detalle,,0.0
2017-003,Below the Line,87500,75000.0,Detalle,PREP,12500.0
2017-004,Below the Line,87500,87500.0,Detalle,SHOOT,0.0
2017-005,Below the Line,12500,41000.0,Detalle,WRAP,-28500.0
2017-008,Below the Line,0,0.0,Detalle,,0.0
2017-009,Below the Line,12500,12500.0,Detalle,2nd Unit,0.0
2017-010,Below the Line,25000,25000.0,Detalle,2nd Unit,0.0
2017-011,Below the Line,12500,12500.0,Detalle,2nd Unit,0.0
2019-002,Below the Line,0,0.0,Detalle,,0.0
2019-003,Below the Line,12000,12400.0,Detalle,PREP,-400.0
2019-004,Below the Line,42000,43400.0,Detalle,SHOOT,-1400.0
2019-005,Below the Line,6000,18600.0,Detalle,WRAP,-12600.0
2019-008,Below the Line,0,0.0,Detalle,,0.0
2019-009,Below the Line,11800,12400.0,Detalle,PREP,-600.0
2019-010,Below the Line,41300,43400.0,Detalle,SHOOT,-2100.0
2019-011,Below the Line,5900,12400.0,Detalle,WRAP,-6500.0
2020-002,Below the Line,0,0.0,Detalle,,0.0
2020-003,Below the Line,108000,113400.0,Detalle,PREP,-5400.0
